,用户id,用户姓名,发表日期,国家,省份,市区,说说内容,积极情感分数,消极情感分数,积极情感均值,消极情感均值,积极情感方差,消极情感方差
0,6960677,张俊峰,2015-07-28,中国,河南,平顶山,拣尽寒枝不肯栖寂寞沙洲冷,0.0,8.0,0.0,1.1,0.0,0.8
1,120670808,马亚辉,15:38,中国,河南,商丘,看妮子做一下午饭有空的来市区店里坐坐呗,0.0,0.0,0.0,0.0,0.0,0.0
2,120670808,马亚辉,2019-07-26,中国,河南,商丘,文艺范的说说文艺范的视频,0.0,0.0,0.0,0.0,0.0,0.0
3,120670808,马亚辉,2019-07-23,中国,河南,商丘,我要和你学跳舞,0.0,0.0,0.0,0.0,0.0,0.0
4,120670808,马亚辉,2019-07-21,中国,河南,商丘,真丑,0.0,0.0,0.0,0.0,0.0,0.0
5,120670808,马亚辉,2019-07-18,中国,河南,商丘,健身房里面卖营养餐应该很刺激吧傻妮子真牛逼  转发内容:健身房里面卖营养餐应该很刺激吧傻妮子真牛逼,33.0,87.0,1.1,3.0,1.0,1.9
6,120670808,马亚辉,2019-07-13,中国,河南,商丘,陪妮子浪我发现服务员真好看,0.0,0.0,0.0,0.0,0.0,0.0
7,120670808,马亚辉,2019-07-10,中国,河南,商丘,晚上失眠开始给粉色的猪存零钱,0.0,7.0,0.0,0.9,0.0,0.3
8,120670808,马亚辉,2019-07-08,中国,河南,商丘,等妮子健身结束吃花蛤看龙珠真刺激,0.0,1.0,0.0,0.1,0.0,0.3
9,120670808,马亚辉,2019-07-04,中国,河南,商丘,此处省略一句励志的话,0.0,0.0,0.0,0.0,0.0,0.0
10,120670808,马亚辉,2019-07-03,中国,河南,商丘,俩狗打架图图,0.0,3.0,0.0,0.6,0.0,0.5
11,120670808,马亚辉,2019-07-02,中国,河南,商丘,和健身房行业李总谈合作第一次做保时捷啥时候自己买呀出去嗨皮哦,12.0,0.0,0.8,0.0,0.4,0.0
12,120670808,马亚辉,2019-07-01,中国,河南,商丘,分享一个单身小哥哥请添加,0.0,0.0,0.0,0.0,0.0,0.0
13,120670808,马亚辉,2019-06-29,中国,河南,商丘,考完毛概放松一下明天还有考试,0.0,0.0,0.0,0.0,0.0,0.0
14,120670808,马亚辉,2019-06-28,中国,河南,商丘,大厨在线,0.0,0.0,0.0,0.0,0.0,0.0
15,120670808,马亚辉,2019-06-27,中国,河南,商丘,一组装的图片,0.0,0.0,0.0,0.0,0.0,0.0
16,120670808,马亚辉,2019-06-27,中国,河南,商丘,明天考试背会一段块钱我发现这我不是不会背而是以前没动力,0.0,13.0,0.0,0.8,0.0,0.9
17,120670808,马亚辉,2019-06-26,中国,河南,商丘,这个男的不是人天上文曲星下凡尘郑豪杰,0.0,8.0,0.0,0.7,0.0,0.4
18,120670808,马亚辉,2019-06-24,中国,河南,商丘,受不了这玩意上瘾,0.0,5.0,0.0,1.2,0.0,0.4
19,120670808,马亚辉,2019-06-23,中国,河南,商丘,毛泽东思想令我如痴如醉,0.0,0.0,0.0,0.0,0.0,0.0
20,120670808,马亚辉,2019-06-19,中国,河南,商丘,一夜变成社会人,0.0,0.0,0.0,0.0,0.0,0.0
21,120670808,马亚辉,2019-06-19,中国,河南,商丘,偷个月亮吗  转发内容:偷个月亮吗,15.0,0.0,1.4,0.0,0.9,0.0
22,120670808,马亚辉,2019-06-18,中国,河南,商丘,灼灼桃花十里取一朵放在心上刘死蛋,0.0,0.0,0.0,0.0,0.0,0.0
23,120670808,马亚辉,2019-06-17,中国,河南,商丘,养个乌龟刘死蛋看看有木有我活的年龄长,0.0,0.0,0.0,0.0,0.0,0.0
24,120670808,马亚辉,2019-06-17,中国,河南,商丘,睡不着一人一瓶江小白,0.0,4.0,0.0,1.0,0.0,0.0
25,120670808,马亚辉,2019-06-15,中国,河南,商丘,出镜的第一个是沙雕,0.0,0.0,0.0,0.0,0.0,0.0
26,120670808,马亚辉,2019-06-14,中国,河南,商丘,夏天之彭亮吃田螺,0.0,0.0,0.0,0.0,0.0,0.0
27,120670808,马亚辉,2019-06-14,中国,河南,商丘,大家关注一波吧  转发内容:大家关注一波吧,17.0,0.0,1.3,0.0,0.9,0.0
28,120670808,马亚辉,2019-06-13,中国,河南,商丘,扫码进群抽三十名送冰淇淋每天都有冷饮福利,1.0,0.0,0.1,0.0,0.3,0.0
29,120670808,马亚辉,2019-06-13,中国,河南,商丘,昨天的是个男的我只是偷个说说,0.0,0.0,0.0,0.0,0.0,0.0
30,120670808,马亚辉,2019-06-12,中国,河南,商丘,希望愿为你撑伞的人都在六月出现吧子非鱼,12.0,0.0,1.0,0.0,0.0,0.0
31,120670808,马亚辉,2019-06-12,中国,河南,商丘,跟着洒水车看彩虹吧,0.0,0.0,0.0,0.0,0.0,0.0
32,120670808,马亚辉,2019-06-09,中国,河南,商丘,明天的概率论考试为啥比高考前还要紧张,0.0,2.0,0.0,0.2,0.0,0.6
33,120670808,马亚辉,2019-06-07,中国,河南,商丘,展示厨艺的时候到了端午节快乐,1.0,0.0,0.1,0.0,0.3,0.0
34,120670808,马亚辉,2019-06-07,中国,河南,商丘,端午节快乐哦吃粽子哦,5.0,0.0,0.8,0.0,0.4,0.0
35,120670808,马亚辉,2019-06-06,中国,河南,商丘,昨天犯错啦妮子要我今天表态一百字的表态我先想想,0.0,13.0,0.0,0.9,0.0,0.3
36,120670808,马亚辉,2019-06-05,中国,河南,商丘,欢迎各地区高校负责人了解小程序小程序加盟小程序定制小程序开发针对校园各项服务快递教育旅游驾校以及外卖或者到店自取到店堂吃,61.0,0.0,1.8,0.0,0.4,0.0
37,120670808,马亚辉,2019-06-05,中国,河南,商丘,老师真好今天又是努力学习的一天,0.0,0.0,0.0,0.0,0.0,0.0
38,120670808,马亚辉,2019-06-04,中国,河南,商丘,无人机航拍视频整的不赖需要无人机拍摄的可以戳果汁问题是免费,1.0,3.0,0.1,0.2,0.2,0.4
39,120670808,马亚辉,2019-06-03,中国,河南,商丘,我感觉我最上像啦不好意思提前毕业啦,0.0,16.0,0.0,1.5,0.0,1.9
40,120670808,马亚辉,2019-06-03,中国,河南,商丘,展示厨艺的时候包粽子过端午有人来吃粽子没,0.0,0.0,0.0,0.0,0.0,0.0
41,120670808,马亚辉,2019-06-01,中国,河南,商丘,全麦紫薯包已经开始发酵一会过来吃吧,0.0,0.0,0.0,0.0,0.0,0.0
42,120670808,马亚辉,2019-05-31,中国,河南,商丘,明天六一啦吗该回家收麦啦回家找豆包玩,0.0,0.0,0.0,0.0,0.0,0.0
43,120670808,马亚辉,2019-05-30,中国,河南,商丘,我去嗨皮啦,0.0,0.0,0.0,0.0,0.0,0.0
44,120670808,马亚辉,2019-05-29,中国,河南,商丘,小黑鞋小白鞋走的真齐,0.0,0.0,0.0,0.0,0.0,0.0
45,120670808,马亚辉,2019-05-27,中国,河南,商丘,终于毕业啦,0.0,0.0,0.0,0.0,0.0,0.0
46,120670808,马亚辉,2019-05-26,中国,河南,商丘,展现厨艺的时候到了滚水煮汤圆,0.0,0.0,0.0,0.0,0.0,0.0
47,120670808,马亚辉,2019-05-26,中国,河南,商丘,这么热的天我只能用空调电视西瓜书陪我啦,0.0,0.0,0.0,0.0,0.0,0.0
48,120670808,马亚辉,2019-05-25,中国,河南,商丘,城建萌小助上优享部落入口大家可以关注一下需要改进的可以告诉我下哦,6.0,0.0,0.4,0.0,0.5,0.0
49,120670808,马亚辉,2019-05-24,中国,河南,商丘,要见家长了心情有点激动,0.0,0.5,0.0,0.1,0.0,0.2
50,120670808,马亚辉,2019-05-22,中国,河南,商丘,回学校啦彭亮洗干净等豪杰就创邦张彭亮,0.0,0.0,0.0,0.0,0.0,0.0
51,120670808,马亚辉,2019-05-22,中国,河南,商丘,城建学院的优享部落大家可以先体验一下有什么好的建议可以提供给我有红包扫码关注或者微信搜索优享部落,0.0,9.0,0.0,0.3,0.0,0.9
52,120670808,马亚辉,2019-05-20,中国,河南,商丘,出去嗨,0.0,0.0,0.0,0.0,0.0,0.0
53,120670808,马亚辉,2019-05-20,中国,河南,商丘,洛阳的同学可以微信可以搜索关注一下洛阳优享部落,0.0,6.0,0.0,0.5,0.0,0.5
54,120670808,马亚辉,2019-05-20,中国,河南,商丘,爬树摘枇杷刺激,0.0,1.0,0.0,0.2,0.0,0.4
55,120670808,马亚辉,2019-05-19,中国,河南,商丘,今天是通宵复习的日子明天是考试的日子,0.0,0.0,0.0,0.0,0.0,0.0
56,120670808,马亚辉,2019-05-19,中国,河南,商丘,深夜学习的妮子这是不让睡觉啦,7.0,0.0,0.9,0.0,0.3,0.0
57,120670808,马亚辉,2019-05-18,中国,河南,商丘,送花吗给的那种  转发内容:送花吗给的那种,19.0,0.0,1.3,0.0,0.9,0.0
58,120670808,马亚辉,2019-05-17,中国,河南,商丘,一条狗的使命,0.0,0.0,0.0,0.0,0.0,0.0
59,120670808,马亚辉,2019-05-16,中国,河南,商丘,他们在吃烧烤龙虾而我在学习你说刺激不刺激,6.0,4.0,0.4,0.3,0.5,0.6
60,120670808,马亚辉,2019-05-15,中国,河南,商丘,我也想拖地,0.0,0.0,0.0,0.0,0.0,0.0
61,120670808,马亚辉,2019-05-14,中国,河南,商丘,去嗨皮吧,0.0,0.0,0.0,0.0,0.0,0.0
62,120670808,马亚辉,2019-05-13,中国,河南,商丘,炸金花有人来约没新城小区,0.0,0.0,0.0,0.0,0.0,0.0
63,120670808,马亚辉,2019-05-12,中国,河南,商丘,饭前遛狗,0.0,0.0,0.0,0.0,0.0,0.0
64,120670808,马亚辉,2019-05-11,中国,河南,商丘,今天参观啦个上好多亿的木雕文化时空隧道十二生肖单八将,0.0,0.0,0.0,0.0,0.0,0.0
65,120670808,马亚辉,2019-05-11,中国,河南,商丘,早,0.0,0.0,0.0,0.0,0.0,0.0
66,120670808,马亚辉,2019-05-10,中国,河南,商丘,可以领证啦不,0.0,0.0,0.0,0.0,0.0,0.0
67,120670808,马亚辉,2019-05-07,中国,河南,商丘,玉米楼怎么关灯啦,0.0,0.0,0.0,0.0,0.0,0.0
68,120670808,马亚辉,2019-05-06,中国,河南,商丘,郑州的伙伴晚上约起来呗粗去嗨,0.0,0.0,0.0,0.0,0.0,0.0
69,120670808,马亚辉,2019-05-05,中国,河南,商丘,自己强比什么都强要知道寻找一棵大树好乘凉不如自栽自养自乘凉别人给的随时有可能收回去只有自己创造的才会留下来,31.0,87.0,1.0,2.8,0.6,1.6
70,120670808,马亚辉,2019-05-03,中国,河南,商丘,终于把彭亮变成女生啦她娇羞的样子也格外迷人然后刺激就创邦张彭亮,6.0,11.0,0.3,0.6,0.5,0.8
71,120670808,马亚辉,2019-05-03,中国,河南,商丘,回平顶山,0.0,0.0,0.0,0.0,0.0,0.0
72,120670808,马亚辉,2019-05-02,中国,河南,商丘,开封堵死了晚上郑州嗨哦悠闲悠闲,0.0,0.0,0.0,0.0,0.0,0.0
73,120670808,马亚辉,2019-04-29,中国,河南,商丘,大家看看我设计的小程序页面好看不微信搜索关注优享美食美客吃饭不排队提前下单到店自取并且九折优惠,0.0,16.0,0.0,0.6,0.0,0.5
74,120670808,马亚辉,2019-04-27,中国,河南,商丘,今天的天气适合吃西瓜,3.0,0.0,0.5,0.0,0.5,0.0
75,120670808,马亚辉,2019-04-26,中国,河南,商丘,以后俺要西装出行了,0.0,0.0,0.0,0.0,0.0,0.0
76,120670808,马亚辉,2019-04-26,中国,河南,商丘,第一次穿西装还是穿的彭亮的,0.0,0.0,0.0,0.0,0.0,0.0
77,120670808,马亚辉,2019-04-22,中国,河南,商丘,妮子做的木瓜桃胶雪燕给家不会做饭真好,0.0,4.0,0.0,0.3,0.0,0.5
78,120670808,马亚辉,2019-04-21,中国,河南,商丘,溜溜逛逛二龙戏珠蜘蛛年的文庙历史考研拜拜,0.0,0.0,0.0,0.0,0.0,0.0
79,120670808,马亚辉,2019-04-20,中国,河南,商丘,戒酒第一天戒烟第一天,0.0,0.0,0.0,0.0,0.0,0.0
80,120670808,马亚辉,2019-04-18,中国,河南,商丘,说瞎话啦我不是学计算机的,0.0,4.0,0.0,0.6,0.0,0.5
81,120670808,马亚辉,2019-04-17,中国,河南,商丘,运动会也可以出去玩,0.0,0.0,0.0,0.0,0.0,0.0
82,120670808,马亚辉,2019-04-13,中国,河南,商丘,喝点红酒白酒啤酒一醉解千愁,0.0,0.0,0.0,0.0,0.0,0.0
83,120670808,马亚辉,2019-04-11,中国,河南,商丘,哇哦  转发内容:哇哦,13.0,0.0,1.4,0.0,0.8,0.0
84,120670808,马亚辉,2019-04-10,中国,河南,商丘,减脂塑形瘦身训练营营养餐搭配一体化不用去健身房就可以拥有好身材咯有需要的同学进群了解哦,11.0,0.0,0.5,0.0,0.7,0.0
85,120670808,马亚辉,2019-04-08,中国,河南,商丘,图图二亮好像比彭亮上镜晚安,0.0,0.0,0.0,0.0,0.0,0.0
86,120670808,马亚辉,2019-04-08,中国,河南,商丘,开始上班,0.0,0.0,0.0,0.0,0.0,0.0
87,120670808,马亚辉,2019-04-07,中国,河南,商丘,蹦迪明天好好学习,0.0,0.0,0.0,0.0,0.0,0.0
88,120670808,马亚辉,2019-04-07,中国,河南,商丘,豆包和妮子争宠打架,0.0,1.0,0.0,0.2,0.0,0.4
89,120670808,马亚辉,2019-04-07,中国,河南,商丘,开始回家明天回学校,0.0,0.0,0.0,0.0,0.0,0.0
90,120670808,马亚辉,2019-04-07,中国,河南,商丘,徐州逛吃逛吃一会商丘带妮子回家见,0.0,0.0,0.0,0.0,0.0,0.0
91,120670808,马亚辉,2019-04-06,中国,河南,商丘,结束下一站徐州大保健,0.0,0.0,0.0,0.0,0.0,0.0
92,120670808,马亚辉,2019-04-06,中国,河南,商丘,你会不会突然出现在西塘街头的大保健晚上上海大保健街头偶遇,0.0,29.0,0.0,1.7,0.0,0.7
93,120670808,马亚辉,2019-04-06,中国,河南,商丘,刺激哦  转发内容:刺激哦,13.0,11.0,1.4,1.2,0.8,0.4
94,120670808,马亚辉,2019-04-05,中国,河南,商丘,全马路最靓的仔,0.0,0.0,0.0,0.0,0.0,0.0
95,120670808,马亚辉,2019-04-05,中国,河南,商丘,结束西塘酒吧偶遇吧,0.0,0.0,0.0,0.0,0.0,0.0
96,120670808,马亚辉,2019-04-05,中国,河南,商丘,郑豪杰就创邦张彭亮淡墨嫩三来钓鱼吧,0.0,0.0,0.0,0.0,0.0,0.0
97,120670808,马亚辉,2019-04-04,中国,河南,商丘,火车没信号有事请明天联系,0.0,0.0,0.0,0.0,0.0,0.0
98,120670808,马亚辉,2019-04-04,中国,河南,商丘,小程序销售抢票成功下午去玩咯,5.0,0.0,0.6,0.0,0.5,0.0
99,120670808,马亚辉,2019-04-03,中国,河南,商丘,生日快乐哦感觉就像拥有了整个世界,13.0,0.0,1.4,0.0,0.5,0.0
100,120670808,马亚辉,2019-04-03,中国,河南,商丘,河南征途旅行社高校旅游连锁品牌清明节假日旅游赠送万个人旅游意外险醉美尧山一日游元画眉谷玻璃桥一日游元方城七十二潭一日游元嵩山少林寺一日游元方特欢乐世界一日游元古都开封自由行一日元新乡宝泉一日游元,98.0,0.0,2.1,0.0,2.2,0.0
101,120670808,马亚辉,2019-04-02,中国,河南,商丘,图图闻到香味啦,0.0,0.0,0.0,0.0,0.0,0.0
102,120670808,马亚辉,2019-04-01,中国,河南,商丘,给妮子找俩个男生  转发内容:给妮子找俩个男生,19.0,0.0,1.3,0.0,0.9,0.0
103,120670808,马亚辉,2019-04-01,中国,河南,商丘,小赌怡情大赌伤身,0.0,0.0,0.0,0.0,0.0,0.0
104,120670808,马亚辉,2019-04-01,中国,河南,商丘,我发的多大的红包,0.0,0.0,0.0,0.0,0.0,0.0
105,120670808,马亚辉,2019-04-01,中国,河南,商丘,一会空间发五百红包找点朋友加我好友呗,0.0,0.0,0.0,0.0,0.0,0.0
106,120670808,马亚辉,2019-04-01,中国,河南,商丘,刺激请大家随份子钱  转发内容:刺激请大家随份子钱,19.0,20.0,1.3,1.3,0.9,0.5
107,120670808,马亚辉,2019-03-31,中国,河南,商丘,一天没白忙晚安,0.0,0.0,0.0,0.0,0.0,0.0
108,120670808,马亚辉,2019-03-31,中国,河南,商丘,粗去玩,0.0,0.0,0.0,0.0,0.0,0.0
109,120670808,马亚辉,2019-03-31,中国,河南,商丘,荷尔蒙底特价荷尔萌游泳健身卡有意私聊,0.0,2.0,0.0,0.2,0.0,0.4
110,120670808,马亚辉,2019-03-30,中国,河南,商丘,紫薇你觉不觉得你好过分尔康觉得紫薇可是紫薇我好喜欢你的过分哦还珠格格真刺激以前怎么没发现呢,39.0,37.0,1.4,1.4,1.5,1.1
111,120670808,马亚辉,2019-03-30,中国,河南,商丘,优享部落工作人员周末都在忙哦俩个小程序要上线啦马上整好了,0.0,0.0,0.0,0.0,0.0,0.0
112,120670808,马亚辉,2019-03-29,中国,河南,商丘,一会蹦迪去吧,0.0,0.0,0.0,0.0,0.0,0.0
113,120670808,马亚辉,2019-03-29,中国,河南,商丘,吃饭收钱刺激,0.0,1.0,0.0,0.3,0.0,0.5
114,120670808,马亚辉,2019-03-27,中国,河南,商丘,饿死了开吃,0.0,4.0,0.0,1.0,0.0,0.0
115,120670808,马亚辉,2019-03-27,中国,河南,商丘,优享鹰城马上在彭亮手上诞生啦认真的男孩子真迷人呀,8.0,0.0,0.6,0.0,0.7,0.0
116,120670808,马亚辉,2019-03-27,中国,河南,商丘,谈商家入驻底薪提成因为不在商家处抽点很好谈的有想锻炼自己的可以联系我哦不耽误上课有空去谈就,-126.0,0.0,-4.1,0.0,4.5,0.0
117,120670808,马亚辉,2019-03-26,中国,河南,商丘,晚上可以去浪啦,0.0,0.0,0.0,0.0,0.0,0.0
118,120670808,马亚辉,2019-03-25,中国,河南,商丘,收拾完啦是时候把豆包接过来啦豆包要生啦,0.0,0.0,0.0,0.0,0.0,0.0
119,120670808,马亚辉,2019-03-25,中国,河南,商丘,下午要去市区给一个老板做小程序有想了解的同学可以和我一起去市区哦,10.0,0.0,0.5,0.0,0.5,0.0
120,120670808,马亚辉,2019-03-24,中国,河南,商丘,彭亮别拍我别拍我就创邦张彭亮肖甲王世平,0.0,0.0,0.0,0.0,0.0,0.0
121,120670808,马亚辉,2019-03-24,中国,河南,商丘,装睡失败,0.0,1.0,0.0,0.5,0.0,0.5
122,120670808,马亚辉,2019-03-23,中国,河南,商丘,傻妮子,0.0,0.0,0.0,0.0,0.0,0.0
123,120670808,马亚辉,2019-03-23,中国,河南,商丘,洛阳的小伙伴出来耍哦晚上浪去哦,0.0,0.0,0.0,0.0,0.0,0.0
124,120670808,马亚辉,2019-03-23,中国,河南,商丘,下午有人一起去洛阳没一块玩俩天,0.0,0.0,0.0,0.0,0.0,0.0
125,120670808,马亚辉,2019-03-22,中国,河南,商丘,一不小心今天我抄啦九个菜有空的来家里约我给你们炒菜吃,0.0,0.0,0.0,0.0,0.0,0.0
126,120670808,马亚辉,2019-03-21,中国,河南,商丘,看鬼片真刺激吓尿啦,0.0,4.0,0.0,0.6,0.0,0.5
127,120670808,马亚辉,2019-03-20,中国,河南,商丘,又要熬夜了我要学习这么努力就好了,10.0,0.0,0.8,0.0,0.9,0.0
128,120670808,马亚辉,2019-03-19,中国,河南,商丘,豪杰做的饭真刺激有人来边看乡村爱情边喝点吗,4.0,9.0,0.3,0.6,0.5,0.5
129,120670808,马亚辉,2019-03-19,中国,河南,商丘,熬夜做小程序又接一单小程序有需要做小程序的可以联系我老表们可以帮我发发看看有没有需要做小程序的朋友红包达谢,0.0,0.0,0.0,0.0,0.0,0.0
130,120670808,马亚辉,2019-03-19,中国,河南,商丘,慕夕洗衣纸衣服脏啦擦一下就好了大家感觉这个怎么样哦,0.0,0.0,0.0,0.0,0.0,0.0
131,120670808,马亚辉,2019-03-19,中国,河南,商丘,城建学院学生福利有想挣钱的可以联系我免费提供小程序根据你的想法为你制作小程序,34.0,0.0,1.4,0.0,0.7,0.0
132,120670808,马亚辉,2019-03-19,中国,河南,商丘,忍不住又买了几本书有想看的吗,0.0,0.0,0.0,0.0,0.0,0.0
133,120670808,马亚辉,2019-03-18,中国,河南,商丘,到家啦秀波恩爱彭亮的大粗腿郑豪杰你俩别吃醋,0.0,0.0,0.0,0.0,0.0,0.0
134,120670808,马亚辉,2019-03-18,中国,河南,商丘,等待起飞,0.0,0.0,0.0,0.0,0.0,0.0
135,120670808,马亚辉,2019-03-18,中国,河南,商丘,刚刚做好上线运营的小程序浏览量成交量效果非常的好,0.0,0.0,0.0,0.0,0.0,0.0
136,120670808,马亚辉,2019-03-18,中国,河南,商丘,花花牛奶赞助有需要的外联可以联系,7.0,0.0,0.8,0.0,0.4,0.0
137,120670808,马亚辉,2019-03-17,中国,河南,商丘,小程序销售推广,0.0,0.0,0.0,0.0,0.0,0.0
138,120670808,马亚辉,2019-03-17,中国,河南,商丘,小妮子得奖牌啦真刺激,0.0,1.0,0.0,0.2,0.0,0.4
139,120670808,马亚辉,2019-03-16,中国,河南,商丘,小程序销售有同学想做销售小程序的可以联系,0.0,0.0,0.0,0.0,0.0,0.0
140,120670808,马亚辉,2019-03-16,中国,河南,商丘,上次说的戒烟好像不算数咯哦,0.0,0.0,0.0,0.0,0.0,0.0
141,120670808,马亚辉,2019-03-16,中国,河南,商丘,明天看她得倒数第一,0.0,0.0,0.0,0.0,0.0,0.0
142,120670808,马亚辉,2019-03-16,中国,河南,商丘,抖音网红店人真多,0.0,0.0,0.0,0.0,0.0,0.0
143,120670808,马亚辉,2019-03-15,中国,河南,商丘,想去蹦迪没蹦成听歌喝酒,0.0,0.0,0.0,0.0,0.0,0.0
144,120670808,马亚辉,2019-03-15,中国,河南,商丘,吊样子,0.0,0.0,0.0,0.0,0.0,0.0
145,120670808,马亚辉,2019-03-15,中国,河南,商丘,辣死我了,0.0,0.0,0.0,0.0,0.0,0.0
146,120670808,马亚辉,2019-03-14,中国,河南,商丘,请大家以后见面不要给我烟啦以后口袋里没有烟啦别等我给你们递烟啦都是为了娶媳妇,0.0,32.0,0.0,1.3,0.0,0.7
147,120670808,马亚辉,2019-03-14,中国,河南,商丘,平安驾校给新学员的活动很给力报名送九峰山一日游适合春游先到先得,30.0,0.0,1.7,0.0,1.2,0.0
148,120670808,马亚辉,2019-03-14,中国,河南,商丘,河南征途旅行社高校旅游连锁品牌本周发团旅游线路醉美尧山一日游元画眉谷玻璃桥一日游元含景交车方城七十二潭一日游元郑州世纪园一日游元方特欢乐世界一日游元古都开封自由行一日元新乡宝泉一日游元,20.0,0.0,0.4,0.0,0.7,0.0
149,120670808,马亚辉,2019-03-14,中国,河南,商丘,购票成功的图片有人能看出来点什么嘛,10.0,0.0,0.9,0.0,0.3,0.0
150,120670808,马亚辉,2019-03-13,中国,河南,商丘,哇哦晚安去蹦迪吧,0.0,0.0,0.0,0.0,0.0,0.0
151,120670808,马亚辉,2019-03-13,中国,河南,商丘,明天去成都有人一起吗,0.0,0.0,0.0,0.0,0.0,0.0
152,120670808,马亚辉,2019-03-12,中国,河南,商丘,三把输啦四十五完事,0.0,0.0,0.0,0.0,0.0,0.0
153,120670808,马亚辉,2019-03-12,中国,河南,商丘,哇哦我咋这么丑里,0.0,0.0,0.0,0.0,0.0,0.0
154,120670808,马亚辉,2019-03-12,中国,河南,商丘,荷尔蒙几张特价年卡有需要的联系我下,0.0,0.0,0.0,0.0,0.0,0.0
155,120670808,马亚辉,2019-03-11,中国,河南,商丘,番茄炒蛋老干妈真好哦晚安,0.0,0.0,0.0,0.0,0.0,0.0
156,120670808,马亚辉,2019-03-11,中国,河南,商丘,逃课晒太阳去,0.0,0.0,0.0,0.0,0.0,0.0
157,120670808,马亚辉,2019-03-10,中国,河南,商丘,这些东西老占地方想免费送有同学想要吗,0.0,10.0,0.0,0.9,0.0,0.3
158,120670808,马亚辉,2019-03-10,中国,河南,商丘,女生过个女神节真可怕快递都装不下啦另外另外需要寄件的可以添加快递客服五行缺钱上门取件快递送宿舍快递查询,0.0,23.0,0.0,0.9,0.0,0.4
159,120670808,马亚辉,2019-03-09,中国,河南,商丘,看十遍我应该还能背上俩句,0.0,0.0,0.0,0.0,0.0,0.0
160,120670808,马亚辉,2019-03-08,中国,河南,商丘,哎呦我的姑娘你还会做鱼呢,0.0,0.0,0.0,0.0,0.0,0.0
161,120670808,马亚辉,2019-03-08,中国,河南,商丘,稳当小程序定金想做小程序销售的联系我,0.0,0.0,0.0,0.0,0.0,0.0
162,120670808,马亚辉,2019-03-08,中国,河南,商丘,接下个快递然后领快递慢的同学真的让人头疼为了节约大家时间和快递兼职的同学辛苦可以添加五行缺钱三毛配送到宿舍添加客服告诉客服快递短信宿舍楼就好啦,27.0,19.0,0.7,0.5,0.5,0.5
163,120670808,马亚辉,2019-03-08,中国,河南,商丘,有没有同学想一起在学校开个理发店,0.0,0.0,0.0,0.0,0.0,0.0
164,120670808,马亚辉,2019-03-08,中国,河南,商丘,招聘形象好气质佳女生要求操作电脑熟练就好得有团队意识工资可以提前给,11.0,39.0,0.6,2.2,0.5,1.3
165,120670808,马亚辉,2019-03-08,中国,河南,商丘,起床上班加油,0.0,0.0,0.0,0.0,0.0,0.0
166,120670808,马亚辉,2019-03-07,中国,河南,商丘,大学喜欢交朋友有空的来家里喝点,7.0,0.0,0.9,0.0,0.3,0.0
167,120670808,马亚辉,2019-03-07,中国,河南,商丘,上着课收着钱像极了爱情,1.0,0.0,0.1,0.0,0.3,0.0
168,120670808,马亚辉,2019-03-07,中国,河南,商丘,上课使我快乐,1.0,0.0,0.2,0.0,0.4,0.0
169,120670808,马亚辉,2019-03-07,中国,河南,商丘,滴滴  转发内容:滴滴,11.0,0.0,1.6,0.0,0.7,0.0
170,120670808,马亚辉,2019-03-06,中国,河南,商丘,今天晚上可以睡个好觉啦晚安,0.0,0.0,0.0,0.0,0.0,0.0
171,120670808,马亚辉,2019-03-06,中国,河南,商丘,春季运动会需要赞助的外联可以联系,5.0,0.0,0.6,0.0,0.5,0.0
172,120670808,马亚辉,2019-03-06,中国,河南,商丘,有谁和我一样在等二月二龙抬头理发吗,0.0,0.0,0.0,0.0,0.0,0.0
173,120670808,马亚辉,2019-03-06,中国,河南,商丘,城建玩出新花样哥哥城建快递服务号上门取件快递配送快递查询,0.0,0.0,0.0,0.0,0.0,0.0
174,120670808,马亚辉,2019-03-06,中国,河南,商丘,日常进账小程序销售有同学乐意做的可以联系我,6.0,0.0,0.5,0.0,0.5,0.0
175,120670808,马亚辉,2019-03-06,中国,河南,商丘,一醒又是一节课头疼,0.0,0.0,0.0,0.0,0.0,0.0
176,120670808,马亚辉,2019-03-05,中国,河南,商丘,大学生生活第三次搬家这次可以住一块啦郑豪杰就创邦张彭亮以后有空的可以来住的地方耍啦安排,0.0,0.0,0.0,0.0,0.0,0.0
177,120670808,马亚辉,2019-03-05,中国,河南,商丘,今天好像是个好日子晚上能去蹦迪吗,0.0,0.0,0.0,0.0,0.0,0.0
178,120670808,马亚辉,2019-03-05,中国,河南,商丘,大中午福利哇哦,3.0,0.0,0.6,0.0,0.5,0.0
179,120670808,马亚辉,2019-03-05,中国,河南,商丘,大早上福利可惜我逃啦一节课,6.0,5.0,0.8,0.6,0.4,0.5
180,120670808,马亚辉,2019-03-05,中国,河南,商丘,晚上睡不着整点,0.0,2.0,0.0,0.7,0.0,0.5
181,120670808,马亚辉,2019-03-04,中国,河南,商丘,大悦城求租一套三室一厅,0.0,0.0,0.0,0.0,0.0,0.0
182,120670808,马亚辉,2019-03-04,中国,河南,商丘,小程序零成本创业有同学需要可以联系只要你有想法俩天给你构架一个小程序,0.0,0.0,0.0,0.0,0.0,0.0
183,120670808,马亚辉,2019-03-03,中国,河南,商丘,可乐代酒,0.0,0.0,0.0,0.0,0.0,0.0
